"SITEID","Date","LATITUDE","LONGITUDE","STATE","EASTING","NORTHING","UTMZONE","DUPLICATE.CODE","DUPLICATE.SITEID","SAMPLEID","GRAIN.SIZE","DEPTH","Type","Ag.AR","Al.AR","As.AR","Au.AR","B.AR","Ba.AR","Be.AR","Bi.AR","Ca.AR","Cd.AR","Ce.AR","Co.AR","Cr.AR","Cs.AR","Cu.AR","Dy.AR","Er.AR","Eu.AR","Fe.AR","Ga.AR","Gd.AR","Ge.AR","Hf.AR","Hg.AR","Ho.AR","In.AR","K.AR","La.AR","Li.AR","Lu.AR","Mg.AR","Mn.AR","Mo.AR","Na.AR","Nb.AR","Nd.AR","Ni.AR","Pb.AR","Pr.AR","Rb.AR","Sb.AR","Sc.AR","Se.AR","Sm.AR","Sn.AR","Sr.AR","Ta.AR","Tb.AR","Te.AR","Th.AR","Tl.AR","Tm.AR","U.AR","V.AR","W.AR","Y.AR","Zn.AR","Zr.AR","Au.FA","Pd.FA","Pt.FA","Ag.ICP","As.ICP","Ba.ICP","Be.ICP","Bi.ICP","Cd.ICP","Ce.ICP","Co.ICP","Cr.ICP","Cs.ICP","Cu.ICP","Dy.ICP","Er.ICP","Eu.ICP","Ga.ICP","Gd.ICP","Ge.ICP","Hf.ICP","Ho.ICP","La.ICP","Lu.ICP","Mo.ICP","Nb.ICP","Nd.ICP","Ni.ICP","Pb.ICP","Pr.ICP","Rb.ICP","Sb.ICP","Sc.ICP","Sm.ICP","Sn.ICP","Sr.ICP","Ta.ICP","Tb.ICP","Th.ICP","U.ICP","V.ICP","W.ICP","Y.ICP","Yb.ICP","Zn.ICP","Zr.ICP","F.ISE","Al.XRF","Ca.XRF","Cl.XRF","FeT.XRF","K.XRF","Mg.XRF","Mn.XRF","Na.XRF","P.XRF","S.XRF","Si.XRF","Ti.XRF","LOI.Cal","pH","EC"
2007190336,"04/06/08",-23.1731,120.0197,"WA",7434193.152,194869.5129,51,NA,NA,"2007190336001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.026,9000,3.7,3e-04,1,27.3,0.6,0.17,1000,0.06,14.3,6.7,99.6,0.63,18.8,1,0.5,0.3,58100,5.27,0.9,0.05,0.2,0.005,0.2,0.05,1100,7.5,5.1,0.05,1200,218,0.45,20,0.2,5.62,15.6,7.85,1.6,10.9,0.38,5.3,0.13,1.1,0.79,5.4,0.025,0.1,0.08,4.3,0.11,0.05,0.5,80,0.05,5.23,31.1,8.4,0.002,0.001,0.0012,NA,4.1,454.3,NA,0.18,NA,21.15,8.5,109.4,1.68,23.5,2.3,1.42,0.445,11.6,1.93,0.4,5.3,0.45,12.12,0.2,0.7,7.6,9.02,21.2,15.67,2.37,80.5,0.9,9.1,2.08,1,54.7,0.6,0.34,7.55,1.51,92,0.5,15.8,1.61,37.3,216.7,120,47547,3659,43,53266,18362,1851,294,5750,201,43,360295,3776,17440,5.77,10.02
2007190339,"05/06/08",-22.444,119.664,"WA",7515592.371,774186.6035,50,NA,NA,"2007190339001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.014,9400,11.5,0.0017,2,81.5,0.9,0.25,2500,0.06,36.4,23.1,80.3,1.13,44.9,2.2,1,0.6,55700,5.85,3.1,0.05,0.3,0.02,0.4,0.06,4100,13.8,5.2,0.2,2400,828,0.59,2570,0.2,11.5,49.2,11,3.6,16.2,0.54,7.7,0.29,3,1.4,19,0.025,0.3,0.06,5,0.27,0.1,0.7,74,0.05,10.9,54.3,12,0.002,0.002,0.0013,NA,12.5,365.3,2.3,0.36,0.11,50.79,25.9,118.3,5.37,59.6,4.749,2.959,0.9058,14.1,4.527,0.59,10.19,1.064,25.96,0.392,1.3,12.6,21.53,57.6,19.41,5.49,73.7,1.9,14.6,4.631,2.2,65.1,1.68,0.685,11.12,2.76,114.9,1.1,32.7,3.155,68.3,384.1,360,59340,2937,2424,60085,16677,4010,898,5861,345,2903,323712,5579,53356,6.315,2287.5
2007190342,"29/02/08",-25.1472,116.9345,"WA",7218751.241,493398.3095,50,"Duplicate.1",2007190989,"2007190342001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,8700,2.9,3e-04,2,86.1,0.7,0.24,900,0.12,59.5,12.3,78.7,0.78,24.6,2.3,1,0.7,37000,5.56,3.7,0.05,0.2,0.04,0.4,0.03,2500,27.8,4,0.9,1500,784,0.52,60,0.2,17.6,15.3,12.4,5.9,19.9,0.27,7.7,0.17,4,1.09,9.9,0.025,0.3,0.05,9.9,0.18,0.1,1.6,70,0.05,11.2,40.5,7.6,0.001,0.001,0.001,NA,3.6,394.4,1.3,0.3,NA,62.38,14.2,107.2,3.29,32.3,3.624,2.112,0.8221,13.8,3.794,0.65,6.69,0.747,31.68,0.204,0.8,10.1,24.92,24.5,20.94,6.7,76.2,0.9,11.6,4.737,1.4,39.6,1.54,0.575,15.67,3.12,107.9,1,23.5,2.193,53.6,254.2,360,57694,1644,36,42803,14062,2629,759,2181,401,81,344787,4561,55483,5.94,7.495
2007190349,"07/06/08",-20.857,120.6887,"WA",7691950.782,259512.2656,51,"Duplicate.1",2007191436,"2007190349001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.006,13000,7.7,0.0012,4,56,0.6,0.16,3600,0.05,30.3,18.1,111,0.89,37.2,1.3,0.6,0.4,35800,6.1,2,0.05,0.2,0.02,0.2,0.03,2000,17.9,13.3,0.05,6700,435,1.07,150,0.4,9.79,70.1,8.24,3.4,12.3,0.58,6,0.1,2.2,0.79,18.7,0.025,0.2,0.03,5.7,0.11,0.05,0.6,59,0.05,6.05,88.8,8.1,0.002,0.002,0.0016,NA,9.8,388.1,1.9,0.25,0.12,40.35,21.4,187.3,3.57,43.6,3.854,2.326,0.7884,15,3.441,0.44,8.8,0.813,21.9,0.274,0.5,10.6,16.66,63.2,60.39,4.4,92.4,3.8,12.4,3.64,30.7,94.5,1.83,0.526,8.98,2.38,106.5,1.2,25.5,2.717,57.7,338.6,320,57021,6032,51,40362,15556,8882,449,9637,183,45,339594,4884,43168,6.45,14.92
2007190354,"11/06/08",-19.4493,121.5819,"WA",7848843.79,351138.3808,51,NA,NA,"2007190354001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,800,1.2,0.0014,0.5,8.8,0.05,0.05,500,0.01,2.62,0.6,23.9,0.08,3.45,0.05,0.05,0.05,9600,0.95,0.2,0.05,0.05,0.02,0.05,0.01,200,1.3,0.3,0.05,200,60,0.12,140,0.2,1.31,1.1,0.01,0.3,1.7,0.05,0.8,0.03,0.2,0.39,5.6,0.025,0.05,0.04,1.9,0.25,0.05,1.7,15,0.05,0.59,2.6,2.9,0.001,NA,NA,NA,3.4,35.3,NA,NA,NA,9.1,0.7,43.8,0.34,2.7,1.166,0.755,0.0441,2,0.691,0.33,8.99,0.165,5.31,0.104,NA,4.3,2.18,6.4,4.17,1.03,6.6,NA,3.1,NA,0.6,5.2,0.42,0.055,4.77,0.78,25.1,2.7,7.1,0.994,3.5,335.3,20,9845,586,25,12834,706,145,54,37,96,52,439660,1552,17123,8.75,35.4
2007190355,"03/03/08",-28.6927,120.9417,"WA",6824325.16,298908.1608,51,"Duplicate.1",2007191257,"2007190355001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.008,22500,5.7,3e-04,11,122,0.7,0.22,2800,0.06,44.4,21.5,190,0.84,39.7,2.3,1.1,0.7,49400,10.3,3.2,0.1,0.2,0.03,0.4,0.04,7800,19.4,7.2,0.1,10500,854,0.47,2220,0.05,13.4,66.4,10.1,4.5,22.4,0.19,14.3,0.22,3.3,1.17,25.8,0.025,0.3,0.01,6.9,0.14,0.2,2.5,109,0.05,11.4,53,9,0.002,0.002,0.0019,NA,6.5,336.5,1.1,0.3,NA,47.75,25.6,236.2,2.88,44,3.263,2.254,0.898,20.2,3.4,0.7,4.55,0.656,24.85,0.286,1.2,9.6,19.38,87.1,16.48,5.24,58.6,1.3,18.1,4.085,2.1,64.6,0.67,0.566,10.63,3.4,141,1.3,19.7,2.027,73.6,177.7,300,86249,3638,1167,55917,12717,13097,813,3880,388,353,282567,4842,93147,7.565,1165.5
2007190361,"25/01/08",-32.1672,125.3612,"WA",6438587.858,722649.7878,51,"Duplicate.1",2007191094,"2007190361001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.029,30300,1.1,6e-04,5,99.9,1,0.23,122000,0.12,44.4,10.6,77.2,2.38,21.9,2.5,1.4,0.8,26300,11.1,3.7,0.05,0.1,0.04,0.5,0.05,14000,23.3,19.3,0.2,14300,530,0.31,3310,0.4,17.8,36,11.4,4.6,39.7,0.42,11.4,0.15,3.6,0.92,129,0.025,0.5,0.07,7.6,0.34,0.2,0.2,35,0.05,14.2,59.8,6.8,0.002,NA,8e-04,NA,2.4,197.9,1.2,0.23,0.2,52.57,13.3,108.4,3.56,26.1,3.19,1.89,0.916,15.8,3.81,0.5,4.61,0.64,26.54,0.18,0.4,8.7,22.4,42.1,16.61,5.89,64.6,1,11.8,4.91,1.4,148.5,0.65,0.58,11.7,0.99,53.9,0.9,23,1.83,58.3,178.6,180,66073,80868,2861,35774,18843,16721,581,3939,297,392,205025,3704,205099,8,2370
2007190370,"05/04/08",-20.7054,118.2928,"WA",7709918.911,634629.6647,50,NA,NA,"2007190370001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,7800,1.1,4e-04,2,44.3,0.4,0.06,1800,0.02,18.5,8.1,46.1,0.9,13.3,0.9,0.4,0.2,20700,3.6,1.3,0.05,0.1,0.005,0.2,0.01,1200,11.9,6.2,0.05,3100,220,0.09,80,0.3,6.07,27.4,5.03,2.1,9.2,0.02,3,0.03,1.4,0.5,8.7,0.025,0.05,0.01,3.2,0.08,0.05,0.7,29,0.05,4.08,17.2,4.7,0.001,0.001,6e-04,NA,NA,845.5,1.6,0.1,0.75,21.64,8.2,63.1,3.16,13.4,2.074,1.353,0.4105,13.3,1.769,0.35,3.42,0.459,12.45,0.263,NA,4.2,9.48,29.6,15.74,2.52,125.9,NA,4.2,1.965,0.7,123.1,0.47,0.338,7.28,1.62,37.6,0.4,15.3,1.65,15.2,122.8,200,51877,5189,60,19856,24936,3515,225,13636,157,32,373911,1630,8217,6.615,10.06
2007190375,"17/11/07",-28.8937,116.3855,"WA",6803636.173,440085.9911,50,NA,NA,"2007190375001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,5800,3.1,5e-05,1,219,0.2,0.19,400,0.02,9.12,1.5,74.7,0.36,3.9,0.4,0.2,0.1,26400,5.05,0.6,0.05,0.2,0.005,0.05,0.01,800,5.4,2.8,0.05,600,67,0.29,40,0.05,3.12,3.4,5,0.9,6,0.18,3,0.2,0.6,0.44,7.3,0.025,0.05,0.08,9.4,0.04,0.05,1.7,72,0.05,1.74,7.3,8.1,0.001,NA,NA,NA,3.2,562.2,NA,0.16,NA,9.75,2.6,93.5,0.78,7.6,0.52,0.32,0.077,7.9,0.57,0.3,3.94,0.06,6.23,NA,0.7,3.6,3.57,9.9,9.28,1.01,27.8,NA,3.5,0.59,0.4,28,0.33,NA,9.68,2.1,75.7,0.3,4.7,0.44,10.8,164,80,28826,1029,35,30228,5362,784,101,1313,227,116,402417,1744,26421,7.135,18.21
2007190386,"02/04/08",-21.615,115.9246,"WA",7609401.335,388694.3863,50,NA,NA,"2007190386001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.053,11900,8.7,5e-04,0.5,113,1.7,0.22,7600,0.11,42.1,13.6,61.1,0.93,29,2.6,1.3,0.7,154000,6.87,4,0.1,0.1,0.04,0.5,0.05,2500,21.9,5.5,0.4,3700,675,0.68,160,0.5,19.3,25.3,14.4,5.2,18.1,0.89,7.3,0.36,4,1.29,34.7,0.025,0.5,0.13,5,0.15,0.2,1,72,0.3,14.2,69.6,6.1,0.002,0.002,0.001,NA,12.6,301.1,1.6,0.24,0.15,50.6,16.8,83.1,3.59,36,4.937,2.953,1.0696,13.2,4.769,1.01,6.04,0.976,26.48,0.472,1.6,10.5,23.12,31.5,17.67,5.77,69.6,2.1,13.3,5.075,2,54.1,0.78,0.873,10.45,2.43,112.6,1.4,33.4,3.134,64.1,235.3,260,49622,7497,48,167136,10841,6126,790,2381,467,341,241585,4627,102801,7.13,84.45
2007190395,"22/01/08",-31.3524,123.6103,"WA",6531181.368,558048.0864,51,NA,NA,"2007190395001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,12300,4.2,0.001,0.5,42.5,0.6,0.07,1400,0.02,20.2,8.1,54.4,0.49,19.3,2,1,0.5,37800,4.33,2.2,0.05,0.1,0.005,0.3,0.02,1400,11.6,5.7,0.1,1000,330,0.38,220,0.3,10.2,20.6,6.98,2.4,10,0.15,8,0.07,2.2,0.46,10.3,0.025,0.3,0.02,3.8,0.07,0.05,0.2,63,0.05,8.51,16,6.2,0.001,NA,7e-04,NA,9.5,370.1,NA,NA,0.12,31.13,14.5,84.5,1.11,11,3.81,2.63,0.836,10.6,3.44,0.5,6.42,0.87,16.33,0.42,0.9,15.1,13.19,22.4,16.24,3.33,74.8,NA,12.1,2.87,0.7,59.9,1.01,0.64,6.43,0.6,109.8,1,25.5,2.8,44.7,244.5,60,49034,5525,16,54784,17241,2358,798,3813,375,92,343609,9625,37815,7.55,16.71
2007190398,"26/03/08",-28.7493,122.1932,"WA",6819522.511,421227.4617,51,NA,NA,"2007190398001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.003,13300,5.4,0.0065,2,88.9,0.6,0.33,1000,0.23,32.6,16.3,136,1.19,31.9,1.8,1,0.5,58000,7.73,2.5,0.05,0.1,0.03,0.3,0.04,3300,13.9,7,0.05,2400,1220,0.48,120,0.2,11.8,30.2,11.4,3.1,19.5,0.41,11.5,0.2,2.5,1.29,15.5,0.025,0.3,0.11,8,0.18,0.1,4.5,101,0.05,9.04,61.7,8.2,0.002,0.001,0.0011,NA,7.2,321.6,1.1,0.36,0.19,52.42,24.9,231.7,3.09,43.1,3.19,1.79,0.849,19.5,3.41,0.6,5.29,0.62,26.09,0.24,1.5,10.3,19.61,52.6,22.14,5.3,59.8,1.5,17,4.02,1.4,57.6,0.79,0.53,9.84,6.12,155.5,1.7,17.5,1.94,89,202.5,180,78305,1658,87,67429,10642,3944,1247,1551,567,126,303123,5064,71271,6.67,18.51
2007190402,"06/06/08",-21.3427,119.3524,"WA",7638100.566,743970.4672,50,NA,NA,"2007190402001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.032,5500,1.1,3e-04,0.5,37.9,0.2,0.16,2000,0.01,23.5,7.8,29.7,0.93,17.4,0.9,0.4,0.4,15500,2.65,1.1,0.05,0.05,0.03,0.2,0.01,800,11.8,7.4,0.05,3500,218,0.18,110,0.8,6.62,17.1,5.58,2.1,7.2,0.07,7.1,0.06,1.6,0.55,11.5,0.025,0.1,0.01,3.1,0.07,0.05,0.8,37,0.2,4.48,20.4,2.5,0.001,0.001,5e-04,NA,1.6,567.7,1.5,0.19,NA,27.1,11.3,59,4.48,22.9,2.44,1.46,0.545,14.7,2.29,0.3,3.51,0.45,15.31,0.19,0.4,7,11.88,25.8,13.74,3.21,146.5,NA,7,2.39,2.5,179.9,1.92,0.36,9.68,1.97,63.3,1.7,16.9,1.59,33.3,132.9,160,60848,9813,116,27969,23243,5735,410,17865,188,44,351317,2787,11776,7.97,30.7
2007190408,"05/07/07",-33.3153,115.8367,"WA",6313154.156,391714.5559,50,NA,NA,"2007190408001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.008,27200,0.8,5e-05,0.5,132,1.5,0.03,3200,0.53,100,15.9,28,0.82,23.6,4.1,1.6,1.1,30400,9.89,7,0.2,0.05,0.005,0.7,0.03,900,59.4,12.1,0.2,1400,543,0.65,200,1.1,39.2,14.1,14.4,11.3,26.2,0.01,6.3,0.25,7.2,1.05,20.1,0.025,0.7,0.01,7.7,0.12,0.2,3,64,0.05,21.5,29.9,1.1,0.001,0.001,9e-04,NA,0.8,535.1,1.9,0.06,0.46,109.17,24.8,49.4,1.07,31.4,6.564,3.334,1.5148,20.9,7.658,0.42,13.25,1.26,60.23,0.428,2.1,16.4,43.59,24.5,26.26,11.69,57.3,NA,14.2,8.897,1.4,82.2,0.97,1.299,29.01,6.08,121.4,0.2,40.5,3.046,56.2,491.2,440,77601,10785,127,42097,12452,3775,736,9214,1872,475,265619,6520,158674,4.75,126.85
2007190410,"25/01/08",-32.3271,124.8986,"WA",6421723.1,678707.4459,51,NA,NA,"2007190410001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.016,23500,1.1,0.0023,8,76.9,0.8,0.16,134000,0.18,39,9,64.3,0.77,31.7,1.8,0.9,0.6,24200,6.08,3.2,0.05,0.2,0.05,0.4,0.03,17200,19.5,11.4,0.1,12100,466,0.23,1350,0.3,16.2,29.2,10.2,4.5,19.9,0.1,5.8,0.44,3.2,0.94,253,0.025,0.4,0.06,4.2,0.16,0.1,0.1,25,0.05,10.5,30.5,5.8,0.003,0.001,6e-04,NA,2,176.8,NA,0.28,0.11,40.34,11.1,95.3,2.63,36.6,2.548,1.478,0.7378,11.5,2.979,0.38,3.7,0.487,19.45,0.196,1.5,6.7,16.67,40.4,13.13,4.25,54.1,0.9,7,3.295,1.2,253.4,0.54,0.5,8.52,0.76,43.5,0.6,16.2,1.38,43,144.2,180,51559,139945,111,27794,17673,16552,449,2322,319,745,167441,3050,249105,8.075,373
2007190411,"07/05/08",-23.4654,117.5725,"WA",7404842.751,558468.2724,50,NA,NA,"2007190411001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,11400,12.6,2e-04,1,70.2,1.1,0.25,4700,0.2,24.2,15.5,178,0.65,45.2,1.9,0.9,0.5,168000,8.5,2.6,0.1,0.4,0.02,0.3,0.06,1500,15.3,4.3,0.05,5900,475,0.58,80,0.2,13.1,40.8,15.4,3.5,10.2,1.3,8.4,0.3,2.7,1.09,14.4,0.025,0.3,0.08,5.4,0.13,0.1,0.7,157,0.2,9.52,96.6,18.7,0.001,0.001,0.0015,NA,14.3,319.5,NA,0.25,NA,34.17,18.8,194.2,1.91,42.7,4.034,2.361,0.8711,13.4,3.685,0.77,4.5,0.795,19.32,0.35,1.6,8.6,16.81,47.8,18.51,4.28,53.6,2.7,13.7,3.707,1.3,57.1,0.62,0.703,8.08,1.68,221.2,0.7,25.7,2.368,87.4,178.8,200,43191,11271,67,148581,11107,9449,604,4711,319,105,284235,6413,33818,7.45,39.35
2007190418,"05/12/07",-31.1398,118.4779,"WA",6553964.755,640890.3649,50,NA,NA,"2007190418001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.007,9900,0.7,0.0021,4,22.5,0.4,0.03,50,0.005,10.7,0.8,10.8,0.52,3.11,0.3,0.1,0.05,5000,1.34,0.5,0.05,0.05,0.005,0.05,0.01,1600,6.6,4.7,0.05,400,12,0.17,1910,0.1,3.36,3.6,9.45,1.1,9.2,0.07,1.8,0.15,0.6,0.39,85.6,0.025,0.05,0.01,8,0.04,0.05,5.2,11,0.05,0.95,0.05,3.3,0.001,0.001,NA,NA,0.9,383.4,NA,0.05,NA,18.94,1.3,20.8,1.2,5.2,1.25,0.551,0.1935,6.2,0.721,0.31,2.77,0.177,12.77,0.084,0.8,4,4.92,8.6,21.56,1.78,83.6,NA,3,1.013,0.5,109.3,0.28,0.136,11.4,5.45,14.2,0.3,5.9,0.668,5.7,107.1,200,34817,822,1907,7337,15971,500,19.5,3888,113,1470,407685,869,19600,4.68,1516.5
2007190421,"16/12/07",-33.7718,119.9573,"WA",6259214.822,773875.1739,50,NA,NA,"2007190421001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.012,6900,0.6,6e-04,3,29.7,0.2,0.04,2700,0.02,15.3,5.3,29.3,0.28,16.4,0.9,0.5,0.3,11000,2.17,1.3,0.05,0.05,0.005,0.2,0.01,2100,8.9,4.1,0.05,1900,194,0.1,530,0.1,6.69,15.9,8.18,1.8,6.1,0.17,3.2,0.06,1.3,2.36,15.3,0.025,0.2,0.03,1.7,0.02,0.05,0.2,21,0.05,4.99,7.1,1.2,0.003,0.001,NA,NA,0.6,381.8,NA,0.06,NA,15.81,7.4,51.5,0.85,15.5,1.531,0.682,0.4304,11.7,1.197,0.25,2.94,0.24,9.22,0.079,0.3,2.6,5.94,22.1,8.73,1.84,43,NA,5.1,1.302,0.5,143.2,0.23,0.196,2.57,0.45,36,0.2,8.2,0.675,18.3,113.6,140,52051,9763,164,16289,10808,3907,256,18013,113,166,363427,1678,39306,6.695,122.6
2007190432,"22/02/08",-26.559,120.0312,"WA",7058979.875,204229.6779,51,NA,NA,"2007190432001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.009,21500,6.3,7e-04,0.5,64.3,0.6,0.28,2500,0.13,26.3,16,120,1.52,59.9,2.2,1.1,0.6,86100,11.8,2.7,0.05,0.2,0.02,0.4,0.06,4900,13.4,6.9,0.1,4200,693,0.63,130,0.05,13.3,26.7,16.3,3.4,29.7,0.6,15.3,0.35,2.6,2.49,16,0.025,0.4,0.07,8.5,0.17,0.1,1.4,243,0.05,10.7,71.4,11,0.005,0.002,0.0028,NA,9.3,192.5,1.2,0.7,0.22,38.46,23.7,173,3.7,58,2.872,1.793,0.7087,20.7,3.138,0.72,5.07,0.602,21.44,0.229,1.3,9.2,16.7,42,19,4.3,70.4,1,20.4,3.227,1.9,36.1,0.78,0.473,7.92,2.22,228,1.5,15.6,1.77,73.6,168.5,200,87292,2501,25,82242,9687,8225,751,690,323,102,262735,4764,115397,7.27,36.1
2007190434,"12/12/07",-32.3446,121.7056,"WA",6420630.751,378192.022,51,"Duplicate.1",2007191027,"2007190434001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,24400,1.4,0.0012,0.5,52.2,1,0.08,4400,0.04,37,7.8,74.4,1.23,16.3,2,0.8,0.5,19100,6.74,2.1,0.05,0.1,0.02,0.3,0.02,7200,20,26.4,0.05,2800,275,0.17,290,0.1,16.8,42.4,8.5,4.4,34,0.1,8,0.05,2.8,0.79,20.8,0.025,0.3,0.05,8.1,0.14,0.05,0.3,32,0.05,9.29,43.5,6.7,0.002,0.001,0.001,NA,3,256,1.6,0.13,NA,43.43,9.4,111.8,2.01,18.9,2.24,1.26,0.74,11.4,2.77,0.4,2.51,0.42,21.58,0.1,0.7,4.9,18.67,52.4,15.37,4.83,58.9,NA,7.9,3.8,0.8,63.6,0.54,0.42,13.09,1.35,37.4,1.5,13.1,1.27,28.2,92.3,120,54618,4881,54,22339,12676,3696,256,2945,144,300,355121,2145,67984,8.17,62.6
2007190436,"15/12/07",-33.7594,121.5597,"WA",6263588.963,366612.1753,51,NA,NA,"2007190436001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,4200,0.6,5e-05,0.5,19.1,0.1,0.01,400,0.005,11.5,2.3,10.6,0.3,4.52,0.6,0.2,0.2,6200,1.14,0.7,0.05,0.05,0.005,0.05,0.01,800,6.4,4.3,0.05,500,66,0.26,220,0.1,4.42,4.5,2.96,1.2,6.7,0.01,1,0.06,0.7,0.27,4.5,0.025,0.05,0.03,1.8,0.04,0.05,0.3,13,0.05,2.93,29.3,1.2,0.001,NA,7e-04,NA,1.6,302.5,NA,0.04,NA,14.81,3.6,26.6,0.43,4.1,0.9,0.63,0.311,5.1,1.12,0.3,8.58,0.17,7.9,0.04,1.2,4.3,6.55,10.5,7.1,1.57,16.1,NA,3.6,1.39,0.3,129,0.33,0.13,3.4,1.06,22.1,1.2,6.6,0.79,5.5,352.5,60,25989,5267,56,11918,5147,1097,116,7004,92,146,413191,1960,20658,5.34,40.1
2007190437,"08/05/08",-23.6237,117.587,"WA",7387311.174,559877.4369,50,NA,NA,"2007190437001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.019,9700,5,8e-04,3,109,1.1,0.3,4700,0.09,36.4,10.5,82.9,1.31,31.1,1.7,0.7,0.5,50800,5.06,2.7,0.05,0.1,0.03,0.3,0.03,2900,17.8,6.3,0.05,4000,546,0.74,120,0.2,15.3,26.6,10.8,4.2,15.3,0.72,5.7,0.17,3.1,0.87,18.7,0.025,0.3,0.02,6.8,0.1,0.05,0.8,78,0.05,8.06,33.4,7.4,0.001,0.002,0.0015,NA,6.5,369.7,1.8,0.33,NA,48.08,14.3,114.6,5.69,36.2,3.836,2.091,0.8306,13.9,3.336,0.89,6.3,0.699,25.47,0.31,1.1,10.6,19.55,35.3,17.16,5.44,95,1.5,12.2,4.119,1.8,52.2,0.79,0.586,11.47,2.12,125.8,1.4,22.3,2.215,60,246.5,440,55132,6075,30,53630,14950,7911,573,2545,297,148,329134,5028,61406,7.19,79.9
2007190450,"23/01/08",-32.1126,123.7398,"WA",6446843.803,569793.3812,51,NA,NA,"2007190450001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.013,22100,1.2,0.0053,10,63.9,0.8,0.13,104000,0.19,47.2,8.8,69,1.78,18.8,1.7,0.9,0.6,20900,6.78,2.4,0.1,0.05,0.01,0.4,0.03,7500,18.2,20.2,0.1,8600,390,0.41,440,0.2,12.6,33.6,9.16,3.6,30.3,0.15,8.5,0.08,2.9,0.83,150,0.025,0.3,0.02,5.4,0.24,0.1,0.4,40,0.05,9.08,45.7,2.7,0.003,NA,5e-04,NA,2.4,203.9,1.2,0.11,0.21,39.94,9.6,88.8,1.96,18.2,2.34,1.25,0.662,9.2,2.67,0.4,4.8,0.44,19.37,0.13,0.6,6.9,16.4,31.5,11.25,4.28,46.3,NA,8.6,3.14,0.7,182.4,0.54,0.38,9.03,0.91,48.8,0.7,14.9,1.26,35.3,193.5,280,42005,79889,71,24339,12285,10221,380,1922,257,324,272218,3716,149129,8.25,149
2007190456,"05/03/08",-29.6179,120.9301,"WA",6721763.53,299580.121,51,NA,NA,"2007190456001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,3400,0.6,5e-05,0.5,65.3,0.2,0.13,600,0.005,6.45,2.3,137,0.29,6.91,0.4,0.1,0.1,21900,2.08,0.4,0.05,0.1,0.005,0.05,0.01,600,4.1,1.9,0.05,400,139,0.25,190,0.1,2.7,13.6,3.67,0.8,3.1,0.07,2.2,0.05,0.5,0.34,6.5,0.025,0.05,0.06,2.4,0.02,0.05,0.2,55,0.1,2.05,29.9,4.8,0.001,NA,6e-04,NA,1.1,212.3,NA,0.17,NA,9.43,3.3,185.4,0.46,6.1,0.51,0.27,NA,3.4,0.46,0.3,2.07,NA,6.03,NA,0.6,2.4,3.76,18.8,5.22,0.88,11.8,NA,3.6,0.63,0.2,16.1,1.01,NA,3.99,0.44,51.5,1.4,4.3,0.34,10.7,83.7,160,11788,1043,52,26339,2590,555,155,675,105,121,432789,1342,4710,6.74,86.9
2007190459,"11/12/07",-32.7888,118.5908,"WA",6371006.218,648966.9278,50,NA,NA,"2007190459001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,3700,0.2,7e-04,0.5,5.6,0.05,0.03,100,0.02,12.4,0.4,5.3,0.09,2.41,0.2,0.05,0.3,1500,1.09,0.3,0.05,0.05,0.005,0.05,0.01,200,5.5,1.7,0.05,100,31,0.18,60,0.05,2.9,1.6,2.69,1.1,1.2,0.16,0.4,0.02,0.8,0.27,2,0.025,0.05,0.01,2.4,0.01,0.05,0.05,4,0.05,0.74,19.3,1.1,0.001,NA,NA,NA,NA,108.5,NA,NA,NA,9.07,0.5,13.7,NA,1.1,0.75,0.3,0.05,2.3,0.44,NA,5.51,0.06,5.21,NA,0.7,3.3,2.84,4.6,4.36,0.83,9.1,1.8,2.7,0.46,NA,16.1,0.21,0.04,3.72,0.47,5.5,0.4,3.4,0.37,31.8,223.4,100,9750,915,47,6050,2781,30,19.5,1143,74,34,448830,1294,3718,5.27,14.72
