"SITEID","Date","LATITUDE","LONGITUDE","STATE","EASTING","NORTHING","UTMZONE","DUPLICATE.CODE","DUPLICATE.SITEID","SAMPLEID","GRAIN.SIZE","DEPTH","Type","Ag.AR","Al.AR","As.AR","Au.AR","B.AR","Ba.AR","Be.AR","Bi.AR","Ca.AR","Cd.AR","Ce.AR","Co.AR","Cr.AR","Cs.AR","Cu.AR","Dy.AR","Er.AR","Eu.AR","Fe.AR","Ga.AR","Gd.AR","Ge.AR","Hf.AR","Hg.AR","Ho.AR","In.AR","K.AR","La.AR","Li.AR","Lu.AR","Mg.AR","Mn.AR","Mo.AR","Na.AR","Nb.AR","Nd.AR","Ni.AR","Pb.AR","Pr.AR","Rb.AR","Sb.AR","Sc.AR","Se.AR","Sm.AR","Sn.AR","Sr.AR","Ta.AR","Tb.AR","Te.AR","Th.AR","Tl.AR","Tm.AR","U.AR","V.AR","W.AR","Y.AR","Zn.AR","Zr.AR","Au.FA","Pd.FA","Pt.FA","Ag.ICP","As.ICP","Ba.ICP","Be.ICP","Bi.ICP","Cd.ICP","Ce.ICP","Co.ICP","Cr.ICP","Cs.ICP","Cu.ICP","Dy.ICP","Er.ICP","Eu.ICP","Ga.ICP","Gd.ICP","Ge.ICP","Hf.ICP","Ho.ICP","La.ICP","Lu.ICP","Mo.ICP","Nb.ICP","Nd.ICP","Ni.ICP","Pb.ICP","Pr.ICP","Rb.ICP","Sb.ICP","Sc.ICP","Sm.ICP","Sn.ICP","Sr.ICP","Ta.ICP","Tb.ICP","Th.ICP","U.ICP","V.ICP","W.ICP","Y.ICP","Yb.ICP","Zn.ICP","Zr.ICP","F.ISE","Al.XRF","Ca.XRF","Cl.XRF","FeT.XRF","K.XRF","Mg.XRF","Mn.XRF","Na.XRF","P.XRF","S.XRF","Si.XRF","Ti.XRF","LOI.Cal","pH","EC"
2007190827,"23/02/08",-27.1987,119.9535,"WA",6988107.643,792591.2286,50,"Duplicate.1",2007191440,"2007190827001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.009,8000,2.3,7e-04,2,41.8,0.4,0.13,7300,0.02,15.8,3.1,53.2,0.65,7.35,0.7,0.3,0.2,14900,3.6,1.1,0.05,0.1,0.005,0.1,0.01,2000,7.6,3.4,0.05,2900,156,0.43,50,0.1,6.53,7,5.56,1.7,18.1,0.09,2.8,0.09,1.2,0.55,14.5,0.025,0.1,0.14,4.2,0.07,0.05,3.3,27,0.05,3.03,18.7,5.9,NA,NA,5e-04,NA,2.3,301.3,NA,0.21,NA,19.61,3.2,52.3,1.38,14.7,1.27,0.69,0.259,10.1,1.17,0.3,3.39,0.23,11.37,0.1,0.7,5.2,7.27,11.1,11.96,2.11,59.2,NA,4.2,0.89,0.6,38.7,0.5,0.21,7.8,3.83,27,0.5,7.3,0.81,22.4,126.6,280,32499,6504,50,15212,10227,3027,124,734,140,89,401403,1708,26878,8.425,45.25
2007190829,"10/06/08",-19.9877,120.2173,"WA",7787461.378,208804.1008,51,NA,NA,"2007190829001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.039,1700,0.2,5e-05,0.5,6,0.1,0.04,500,0.04,4.91,0.7,16,0.15,6.05,0.2,0.05,0.05,7500,0.7,0.3,0.05,0.05,0.04,0.05,0.01,100,2.7,1.1,0.05,50,36,0.11,110,0.2,2.08,2.9,1.97,0.5,1.6,0.12,0.05,0.005,0.4,0.32,3.9,0.025,0.05,0.01,1.6,0.01,0.05,0.05,12,0.05,0.99,17.7,2.5,0.001,NA,NA,NA,1.5,24.2,NA,0.07,NA,8.81,1,23.6,0.36,3.3,0.72,0.53,0.089,2,0.6,0.5,4.52,0.14,5.15,0.08,0.7,3.4,3.53,4.5,3.35,0.99,6,NA,2.5,NA,0.2,6.4,0.81,0.08,3.09,0.5,14.3,0.4,5.5,0.63,4.1,174,60,8596,457,26,9316,581,30,19.5,111,96,26,440711,1157,23576,5.48,21.77
2007190834,"15/12/07",-33.8291,120.7939,"WA",6254604.061,295845.0333,51,"Duplicate.1",2007190889,"2007190834001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.015,3700,0.8,5e-05,1,12.8,0.05,0.02,200,0.08,10.6,1.1,12.1,0.15,5.99,0.3,0.1,0.1,7800,0.94,0.4,0.05,0.05,0.02,0.05,0.01,500,6.2,3,0.05,300,73,0.25,280,0.05,3.71,3.4,2.76,1,3.3,0.06,0.3,0.04,0.6,0.28,2.8,0.025,0.05,0.01,2.2,0.02,0.05,0.2,13,0.05,1.3,17.8,1,0.001,NA,NA,NA,1.9,353,NA,0.05,NA,10.98,1.4,19.5,0.29,4.1,0.54,0.26,0.15,4.3,0.52,0.4,3.81,0.06,6.46,0.02,0.8,3,4.01,4.5,8.4,1.06,32.6,NA,2.3,NA,NA,53.4,0.77,0.05,3.48,0.56,17.4,0.4,3.1,0.3,5,145.7,80,22183,1858,64,10820,9206,482,85,4348,83,71,417024,1318,27169,5.995,43.5
2007190836,"01/04/08",-22.7136,114.3487,"WA",7485749.785,227652.195,50,NA,NA,"2007190836001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.03,10700,4.5,5e-05,0.5,52.5,0.7,0.14,55200,0.27,25.4,6.2,48.8,1,20.3,1.1,0.5,0.5,27800,2.87,1.6,0.05,0.05,0.03,0.3,0.01,3100,13.7,9.5,0.05,2700,285,0.35,190,0.3,10.8,18.3,7.38,2.6,16.1,0.44,3.9,0.05,2.1,0.61,31.5,0.025,0.2,0.01,5.4,0.09,0.05,0.3,44,0.05,4.94,46.8,4.1,0.001,0.001,8e-04,NA,6.4,253.6,NA,0.2,NA,39.72,8.2,61.7,2.55,14.6,2.74,1.73,0.589,7.5,2.7,0.6,9.27,0.56,20.02,0.27,0.6,8.1,16.46,20,12.56,4.27,58.6,NA,6.7,2.96,1,62.6,1.42,0.46,9.38,1.48,64.4,1.1,17.8,1.84,30.4,351.1,540,33457,48392,22,30088,11455,4396,333,1098,301,130,325820,3014,99563,8.61,86.7
2007190850,"15/06/08",-16.7362,123.9094,"WA",8149405.917,596937.2995,51,NA,NA,"2007190850001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.021,4100,0.3,3e-04,0.5,28.8,0.2,0.03,1600,0.05,10.6,5.2,19.1,0.54,9.98,0.6,0.3,0.2,11000,1.45,0.7,0.05,0.05,0.01,0.1,0.01,400,5.5,3.1,0.05,700,144,0.05,140,0.1,4.63,7,2.35,1.1,4.9,0.18,1.6,0.02,0.9,0.35,6.9,0.025,0.05,0.01,1.4,0.03,0.05,0.2,19,0.05,2.57,12.4,0.4,0.001,NA,NA,NA,NA,57.7,NA,0.07,NA,18.46,5.8,29.2,1.08,9.3,1.3,0.88,0.288,2.8,1.43,0.5,7.7,0.28,9.78,0.11,0.4,4.5,8.23,16.7,3.65,2.05,10.2,NA,4.1,1.5,0.5,14.3,0.9,0.21,3.8,1,26.3,0.6,9.5,1.06,8.1,292,200,12751,1751,26,14254,1303,941,186,312,170,69,422670,2763,39543,6.34,25.4
2007190855,"26/02/08",-26.6075,118.1663,"WA",7056507.169,616118.5437,50,NA,NA,"2007190855001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.009,10200,6.2,7e-04,1,13.1,0.8,0.26,600,0.005,28.3,8,264,0.81,31.3,1.9,0.8,0.7,36300,6.75,2.2,0.05,0.05,0.01,0.3,0.03,1100,13.9,2.7,0.05,500,372,1.44,40,0.2,11.7,15.2,7.24,3.4,11.8,0.29,9.4,0.23,2.4,0.75,4.7,0.025,0.3,0.06,8,0.09,0.1,2.5,89,0.05,8.41,39.9,4,0.002,0.002,0.0018,NA,6,352.1,NA,0.28,NA,41.1,12.8,219.8,2.54,35.3,2.77,1.73,0.741,16.8,3.04,0.5,5.67,0.59,24.02,0.26,2.2,9.3,17.73,33.8,22.02,4.92,71.9,NA,12.3,3.77,1.7,40.3,0.93,0.53,16.44,4.4,99.2,1.2,18.6,1.86,70.1,200.3,200,71048,901,43,42866,13273,1097,465,1002,524,87,328236,3877,72949,5.94,9.5
2007190859,"03/04/08",-20.876,116.5133,"WA",7691499.061,449375.7311,50,NA,NA,"2007190859001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.014,16900,3.9,0.0011,3,74,0.7,0.14,21600,0.005,27.3,17.2,119,1.04,32.7,1.7,0.8,0.6,38800,5.75,2.1,0.05,0.2,0.02,0.3,0.01,1300,14.7,4.6,0.05,9000,458,0.34,210,0.2,10.3,40.5,6.79,3,12.7,0.3,6.7,0.11,2,0.34,193,0.025,0.3,0.08,3.8,0.11,0.1,1.1,72,0.1,8.67,31.3,10.7,0.002,0.002,0.0021,NA,5.4,435.5,1.4,0.17,0.11,41.29,18.9,140.3,2.37,33.1,3.7,2.3,1.013,11.7,3.79,0.6,6.53,0.81,21.24,0.37,0.4,8.4,16.9,47,12.65,4.57,59.5,3.2,11.9,3.79,0.9,275.3,0.85,0.53,10.13,2.49,104.5,1.2,23.2,2.34,35.8,252.2,200,49304,18332,28,45300,11397,9696,573,3902,214,1047,323086,4513,79583,7.87,494
2007190861,"20/02/08",-29.545,116.7141,"WA",6731596.517,472300.6284,50,NA,NA,"2007190861001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,2200,1.7,6e-04,3,17.2,0.05,0.06,50,0.02,4.4,0.3,23.3,0.18,1.57,0.1,0.05,0.05,4500,1.2,0.2,0.05,0.05,0.005,0.05,0.01,300,2.4,0.5,0.05,300,10,0.25,270,0.05,0.99,0.8,1.58,0.3,2.1,0.07,0.9,0.02,0.2,0.025,1.2,0.025,0.05,0.01,1.6,0.02,0.05,0.2,13,0.05,0.39,11,0.6,0.001,NA,NA,NA,0.9,308.5,NA,0.06,NA,8.48,0.7,24.6,0.37,3.1,0.35,0.24,0.051,2.5,0.36,0.2,3.26,0.07,5.39,0.03,0.5,2.5,2.71,6.2,6.73,0.83,21.9,NA,2,NA,0.4,15.4,0.17,0.06,4.79,0.73,11.8,0.3,2.6,0.3,4.9,128.4,40,11978,407,254,7651,5047,121,19.5,697,100,102,433803,911,28211,4.6,231.8
2007190864,"29/04/08",-29.353,117.818,"WA",6752626.125,579402.3501,50,NA,NA,"2007190864001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.027,4400,1.2,3e-04,0.5,25.8,0.3,0.16,50,0.01,24.9,5.6,77.9,0.29,9.94,1,0.4,0.3,17400,2.74,1.5,0.05,0.2,0.005,0.2,0.01,1100,10,2.5,0.05,800,183,0.46,690,0.2,8.58,11.5,6.72,2.4,6,0.08,3.5,0.28,1.6,0.6,3,0.025,0.2,0.05,11.8,0.04,0.05,1.6,36,0.05,4.48,19,7.4,0.002,NA,5e-04,NA,1.3,368.2,NA,0.22,0.16,30.39,7.2,106.7,1.29,11.9,1.79,1.16,0.45,11.3,1.86,0.3,5.09,0.39,15.86,0.17,0.9,8.8,10.64,22,14.54,3.13,73.8,NA,5.8,2.2,1.1,39.7,0.82,0.33,11.58,2.68,46.7,0.9,11.4,1.35,20.4,193.5,460,35738,872,703,21989,12352,1236,209,2775,223,92,395677,2985,25683,5.97,590.5
2007190871,"15/12/07",-33.5921,122.1733,"WA",6282763.473,423292.037,51,NA,NA,"2007190871001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,900,0.05,3e-04,0.5,0.9,0.05,0.01,50,0.005,2.5,0.05,2.1,0.1,0.005,0.05,0.05,0.05,600,0.25,0.1,0.05,0.05,0.005,0.05,0.01,200,1.1,1,0.05,50,3,0.02,80,0.05,0.85,0.3,0.6,0.2,0.7,0.01,0.3,0.01,0.1,0.025,1.2,0.025,0.05,0.01,0.4,0.01,0.05,0.05,0.5,0.05,0.32,1,0.3,NA,NA,NA,NA,NA,45.9,NA,NA,NA,3.99,0.2,8.3,0.18,2.5,0.53,0.27,0.054,0.9,0.28,0.27,3.61,0.09,1.92,0.04,1.4,2.6,1.19,3.4,2.13,0.39,5.8,NA,3.6,NA,0.4,8.1,0.16,0.04,1.27,0.35,5.7,0.1,2.3,0.3,NA,136,120,3499,393,51,3126,1287,30,19.5,334,57,63,454308,1013,12214,6.175,26.95
2007190877,"16/01/08",-34.9843,116.6303,"WA",6128635.588,466257.74,50,NA,NA,"2007190877001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.004,500,0.1,5e-05,0.5,3.2,0.05,0.01,700,0.005,1.35,0.05,0.9,0.01,0.01,0.05,0.05,0.05,300,0.11,0.05,0.05,0.05,0.005,0.05,0.01,100,0.7,0.1,0.05,200,6,0.11,60,0.1,0.46,0.05,0.37,0.1,0.1,0.01,0.3,0.005,0.05,0.025,8.3,0.025,0.05,0.01,0.4,0.01,0.05,0.05,0.5,0.05,0.15,3.6,0.2,0.001,NA,0.0011,NA,NA,8.2,NA,NA,0.18,2.59,0.4,6.3,NA,NA,0.19,0.17,NA,4.8,0.16,0.3,7.78,0.03,1.45,0.02,0.6,2.7,0.96,4.5,0.69,0.28,0.8,NA,1.4,NA,NA,6.3,0.21,NA,0.92,0.37,2.2,0.2,1.3,0.25,NA,329.7,80,921,629,98,3994,249,30,19.5,37,65,131,435121,1013,57895,4.075,21.4175
2007190881,"23/02/08",-27.6989,117.984,"WA",6935764.015,597019.6821,50,NA,NA,"2007190881001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.012,15200,5.3,6e-04,6,78.3,0.5,0.15,32700,0.005,17.8,16.4,458,1.08,29.9,1.2,0.5,0.3,29800,5.76,1.4,0.05,0.2,0.01,0.3,0.02,3600,8.2,9.7,0.05,33700,459,3.32,32000,0.05,7.38,197,5.9,1.9,12.1,0.18,6.6,0.2,1.5,0.64,725,0.025,0.2,0.12,5.1,0.08,0.05,4.4,62,0.2,5.73,32.9,9,0.002,0.004,0.0037,NA,4.9,247.9,NA,0.21,0.23,22.35,27.2,1321,1.61,27.2,1.84,1.23,0.375,12.5,1.8,0.3,4.28,0.4,12.24,0.18,3.6,5.2,8.57,227,10.14,2.35,36.1,NA,9.7,1.91,0.8,773,0.46,0.32,7.87,5.02,85.7,1.5,12.8,1.39,52.3,165.6,240,42296,38737,43334,35201,7645,54053,565,33801,284,27703,208876,2739,145992,8.475,30350
2007190883,"12/05/08",-26.546,115.4845,"WA",7062955.361,349029.6243,50,NA,NA,"2007190883001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,2400,1,5e-05,1,217,0.1,0.04,300,0.005,9.72,0.9,16.2,0.19,1.94,0.4,0.1,0.05,5700,1.04,0.6,0.05,0.05,0.005,0.05,0.01,700,4.4,2.6,0.05,300,29,0.19,200,0.1,4.05,2.2,1.96,1.1,4.2,0.04,0.9,0.01,0.8,0.12,15.8,0.025,0.05,0.01,2,0.02,0.05,0.4,13,0.05,1.75,9.3,2,NA,NA,NA,NA,0.7,541.5,NA,0.06,0.2,10.27,1.2,21.6,0.34,2,0.69,0.37,0.124,5.7,0.65,0.3,2.58,0.12,5.49,0.04,0.4,2,4.07,6.2,3.48,1.17,10.1,NA,2,0.91,0.2,27.9,0.16,0.09,2.66,0.74,16.2,0.3,4,0.42,9.1,99.9,80,6950,479,164,8281,2125,283,46,401,113,208,454004,827,0,6.12,169.05
2007190889,"15/12/07",-33.8296,120.7941,"WA",6254549.005,295864.7342,51,"Duplicate.2",2007190834,"2007190889001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.003,3600,0.9,2e-04,0.5,13.9,0.1,0.03,200,0.005,12,1.3,11,0.14,2.95,0.4,0.1,0.1,7400,1.43,0.5,0.05,0.05,0.005,0.05,0.01,400,6.2,3.2,0.05,400,116,0.26,130,0.2,4.08,2.7,3.75,1.2,3.3,0.06,1.1,0.03,0.6,0.44,3.6,0.025,0.05,0.01,2.5,0.01,0.05,0.3,15,0.05,1.66,5,1.8,NA,NA,NA,NA,1.8,370.9,NA,0.07,NA,13.46,1.8,22.8,0.29,3.8,1.14,0.39,0.207,4.4,0.66,0.3,5.83,0.14,8.05,0.08,1.1,3.8,4.53,9.3,9.38,1.39,35.6,NA,2.9,NA,NA,64.8,0.28,0.11,4.28,0.71,19.9,0.4,4.1,0.5,3.1,239.9,NA,24321,2380,65,10393,10302,603,132,5290,79,72,424904,1930,2174,6.195,20.975
2007190890,"03/07/07",-31.202,119.2939,"WA",6545743.777,718553.8701,50,NA,NA,"2007190890001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,2400,3.2,0.0019,1,23.3,0.1,0.07,200,0.005,4.66,1.2,78.5,0.2,2.79,0.3,0.05,0.05,5900,0.85,0.3,0.05,0.05,0.005,0.05,0.01,400,2.4,1.9,0.05,500,39,0.06,1510,0.05,1.73,9.3,9.4,0.5,1.9,0.34,1.1,0.03,0.3,5.95,7.3,0.025,0.05,0.01,1.5,0.01,0.05,0.3,10,0.05,1.15,2.9,1.7,0.002,NA,NA,NA,1.1,109.1,NA,0.1,NA,5.26,1.9,72.6,0.37,4.7,1.03,0.34,0.08,1.6,0.42,0.3,1.08,0.11,3.26,0.07,NA,1.2,1.92,16.2,4.94,0.53,12.8,NA,2,NA,NA,15.5,0.16,0.09,2.62,0.65,9.6,0.5,3.6,0.42,1.4,38.4,100,8543,915,1685,7672,2764,796,85,2107,70,235,448601,420,1361,6.875,1587
2007190894,"30/01/08",-31.1289,124.3097,"WA",6555374.695,624868.502,51,NA,NA,"2007190894001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.011,12900,1.2,0.001,1,25,0.6,0.11,2800,0.06,24.1,3.7,54.9,0.68,11.5,1.1,0.5,0.4,16500,4.82,1.6,0.05,0.1,0.01,0.2,0.01,3600,8.9,9.4,0.05,1100,53,0.27,150,0.1,9.12,18.8,6.06,2.4,13.4,0.06,6.6,0.04,2.3,0.62,23.6,0.025,0.2,0.04,4.4,0.09,0.05,0.2,30,0.05,5.68,26.2,5.6,0.001,NA,NA,NA,1.9,135.3,NA,0.14,NA,17.81,4,62.1,1.24,12.2,1.66,0.7,0.316,5.1,1.24,0.4,3.36,0.25,9.29,0.12,0.6,4.2,7,29.6,9.76,1.95,28.1,NA,5.4,1.11,0.5,41,0.36,0.23,4.94,0.67,29.7,0.9,7.1,0.83,17.6,132.2,160,30122,2130,29,15282,6143,1381,46,972,157,335,408007,2002,29946,8.195,489.5
2007190896,"24/02/08",-28.2661,117.3893,"WA",6873258.367,538182.6811,50,"Duplicate.1",2007191441,"2007190896001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,5600,1.9,5e-05,0.5,12.4,0.4,0.19,300,0.09,21.4,2.8,71.7,0.23,9.62,1.1,0.5,0.3,21000,4,1.4,0.05,0.05,0.01,0.2,0.01,500,10,2.2,0.05,200,134,0.56,110,0.2,9.27,7,5.88,2.6,6,0.13,3.1,0.21,1.6,0.77,2.7,0.025,0.2,0.01,6.5,0.06,0.05,1.4,52,0.05,4.13,29.2,3,0.001,NA,NA,NA,2.5,590.4,1.2,0.19,NA,30.75,4.4,92.2,1.57,12,1.551,0.848,0.3758,10.5,1.666,0.4,5.19,0.253,17.77,0.108,1.2,7.1,11.7,17.9,15.76,3.33,65.1,NA,5.5,1.629,0.8,47.8,0.83,0.23,10.83,1.94,45.7,1,9.5,0.965,14.1,198.2,80,45033,686,41,21751,14228,374,147,1365,240,45,381590,2523,41459,5.93,34.65
2007190901,"10/12/07",-31.3509,120.2086,"WA",6528141.284,234448.2954,51,NA,NA,"2007190901001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.014,5600,0.05,5e-05,0.5,21.2,0.1,0.06,300,0.02,22.2,3.3,31.9,0.23,6.99,0.6,0.3,0.3,7600,1.08,0.9,0.05,0.1,0.03,0.1,0.01,1600,8.3,5.6,0.05,600,270,0.11,790,0.05,6.19,10,5.5,1.6,5.3,0.06,0.8,0.04,1.2,0.31,2.4,0.025,0.1,0.03,5.9,0.02,0.05,0.5,15,0.05,2.42,12.2,4.5,0.001,NA,5e-04,NA,NA,305.7,NA,0.09,NA,26.5,3.7,44.2,0.45,7.9,0.98,0.68,0.32,4.5,1.13,0.5,3.65,0.2,10.97,0.07,0.5,3.9,7.88,16.3,10.58,2.13,27.2,NA,3.1,1.49,0.6,45,0.84,0.17,9.82,1.1,17.1,0.4,7.4,0.75,9.2,145.6,60,23030,1315,604,10575,8127,724,263,3049,79,93,422904,1468,15710,7.74,527
2007190904,"09/06/08",-20.0537,119.3111,"WA",7780903.929,741721.5322,50,NA,NA,"2007190904001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.041,24700,3.9,6e-04,1,168,1.2,0.24,5000,0.11,58.5,22.7,122,1.9,68.6,2.8,1.2,1,58800,9.6,3.6,0.1,0.4,0.02,0.7,0.01,7000,29.8,31.1,0.05,7800,1570,0.29,3480,0.3,22.2,65.6,17,5.7,30.4,0.47,10.8,0.05,4.4,1.53,63.1,0.025,0.5,0.05,8.7,0.16,0.1,5.4,70,0.05,11.8,59.7,12.5,0.002,0.002,0.0013,NA,5.3,488.8,2.4,0.57,NA,72.34,29.9,159.5,4.68,55.1,4.971,3.005,1.336,17.9,5.348,0.6,6.63,1.071,36.04,0.462,0.7,13.7,30.06,65.9,22.55,7.83,97.9,NA,14.1,6.359,2.1,124.1,1.44,0.935,12.76,7.92,104.4,1.6,32.4,3.151,77.8,243.3,220,73552,5653,4591,55546,18544,13031,1634,8814,528,631,277780,5220,105655,6.59,3650
2007190914,"23/02/08",-27.3875,117.765,"WA",6970412.091,575639.0349,50,NA,NA,"2007190914001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.03,21900,8.1,0.0032,0.5,51.3,0.7,0.21,1500,0.15,44.1,17.2,201,1.15,70.5,2.4,1.1,0.7,57800,8.28,2.8,0.05,0.2,0.02,0.6,0.01,2300,22.2,12.6,0.05,1700,579,1.26,270,0.05,18.5,49.2,11.1,4.7,18.4,0.42,14.7,0.24,3.8,1.14,16.9,0.025,0.4,0.01,10.9,0.13,0.1,2.3,104,0.05,10.6,54.6,8.7,0.006,0.003,0.0049,NA,9.2,352.5,1.3,0.32,NA,44.74,21.6,264.9,2.85,55.5,4.005,2.432,0.8848,16.3,3.636,0.64,6.46,0.796,23.62,0.396,2,10.2,19.62,65.7,18.96,5.12,85,NA,15.5,4.292,1.2,54.3,1.12,0.676,14.34,4.08,137.7,1.6,25.7,2.506,64.1,239.8,120,68396,5203,54,55427,12070,4703,620,3635,397,97,315359,4705,72026,6.88,56.2
2007190915,"02/03/08",-25.1933,115.5112,"WA",7212818.397,349990.6835,50,NA,NA,"2007190915001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.025,4900,1,5e-05,0.5,81.1,0.4,0.08,800,0.04,22.8,2.6,32.5,0.38,13.9,0.8,0.3,0.3,16500,2.15,1.2,0.05,0.1,0.05,0.2,0.01,1400,13,4.4,0.05,1000,161,0.21,150,0.3,8.72,7.5,4.83,2.2,8,0.1,1.8,0.06,1.6,0.5,9.5,0.025,0.2,0.03,6.5,0.06,0.05,0.6,28,0.05,3.48,35.7,4.5,0.001,0.001,8e-04,NA,1.5,421.6,1.1,0.13,NA,34.01,3.7,39.8,0.97,9.2,2.095,1.101,0.4823,8,2.101,0.42,5.17,0.382,18.37,0.173,0.4,5.3,13.96,12.4,12.76,3.74,41.1,NA,5,2.683,0.5,68.3,0.72,0.357,9.5,1.42,38.3,0.6,12.3,1.202,20.8,193.8,120,36543,4052,47,18695,10509,1700,209,7011,218,68,390218,1978,34231,6.675,12.19
2007190917,"05/06/08",-22.6456,119.9692,"WA",7492664.888,805173.4878,50,NA,NA,"2007190917001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.06,25800,7.7,0.0014,0.5,156,1.1,0.28,5300,0.24,53.8,24.4,146,1.49,73.7,3.1,1.4,1.1,86100,11.1,3.6,0.05,0.1,0.02,0.8,0.03,6800,26.3,17.4,0.1,5200,1110,0.5,230,0.2,22.2,55.7,15.6,5.4,28.9,0.53,16,0.16,4.2,1.87,22.2,0.025,0.5,0.06,8.2,0.24,0.1,0.8,114,0.05,13.6,84,8.8,0.002,0.003,0.0023,NA,7.6,361,2.3,0.4,NA,68.88,28.7,178.1,5.09,74.3,5.065,2.968,1.421,21.5,5.218,0.88,6.15,0.907,34.86,0.498,0.6,12.5,29.94,66.9,22.72,7.63,84.5,0.9,18.8,6.449,2.2,56.8,1.29,0.712,13.25,2.38,159.6,1.3,31.9,3.164,106.2,228.7,220,89378,4638,46,81949,14859,8285,1084,1699,546,379,249741,5849,125777,7.25,116.2
2007190923,"05/03/08",-25.7417,114.2953,"WA",7150137.912,228667.5408,50,NA,NA,"2007190923001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.033,11000,6.7,5e-04,1,104,1,0.13,2800,0.08,47.9,7.8,57.7,0.79,22.9,2,0.9,0.7,34300,5.37,2.6,0.05,0.1,0.005,0.5,0.01,3900,23.9,18.9,0.05,2800,290,0.47,300,0.2,19.5,18.5,9.47,4.9,17.4,0.22,6.4,0.2,3.4,1.26,42,0.025,0.4,0.05,9.2,0.12,0.05,0.6,55,0.05,8.47,39.2,6.2,0.001,0.001,9e-04,NA,7.4,502.8,1.8,0.24,NA,59.49,9.3,75.6,2.5,16,3.602,2.082,0.9104,15.1,3.66,0.5,9.12,0.577,30.41,0.366,0.8,13.5,24.6,26.2,19.36,6.47,71.8,NA,9,4.811,1.5,91.7,1.27,0.458,14.81,2.4,86.6,1.2,23.1,2.091,43.4,335.9,200,61579,3095,59,32060,16295,4354,310,2767,362,135,347591,3650,51141,7.55,56.3
2007190928,"13/05/08",-26.289,116.8887,"WA",7092305.817,488888.7467,50,NA,NA,"2007190928001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.043,6100,1.6,2e-04,0.5,99.2,0.5,0.16,800,0.04,64.6,5.5,69.9,0.5,13.9,2,0.7,0.7,20300,4.25,3.6,0.05,0.2,0.03,0.3,0.01,1800,28.1,2.6,0.05,1400,280,1.49,80,0.2,22.4,11.6,17.6,6.6,13.6,0.06,4.8,0.09,5.2,0.63,10.7,0.025,0.4,0.01,13.3,0.09,0.05,2.2,35,0.05,8.82,28.6,7.7,NA,NA,5e-04,NA,2.2,700.9,NA,0.17,NA,55.12,5.7,86.5,1.28,13.9,3.07,1.89,0.587,12.6,3.6,0.4,8.8,0.7,31.93,0.24,0.7,8.3,21.7,18,21.33,6.26,81.2,NA,6.5,3.72,1,51.4,0.72,0.64,17.92,3.72,42.9,0.7,20.6,2.01,26.3,343.9,220,49924,1844,57,23577,21151,2418,294,4540,218,80,376187,3008,22359,6.4,13.845
2007190932,"04/06/08",-22.8607,120.2892,"WA",7469342.872,221835.8749,51,NA,NA,"2007190932001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.018,22100,6.4,0.0016,4,199,2,0.42,2800,0.11,43.8,15.7,87.8,2.41,31.4,2.4,1.1,0.8,39900,6.67,3.7,0.1,0.05,0.07,0.4,0.04,5400,23.6,15.9,0.2,5400,1950,0.69,130,0.2,18.1,26.9,17.5,5.4,38.8,0.58,7.8,0.12,4,1.52,20,0.025,0.4,0.09,9.4,0.18,0.1,0.7,91,0.05,13.7,43.2,3.9,0.003,0.002,0.0013,NA,8.6,482,2.2,0.44,NA,74.57,21.9,119.9,9.05,45.3,4.34,2.69,1.156,22.2,4.99,0.8,4.48,0.94,41.37,0.35,0.8,12.2,30.14,41.5,25.9,8.25,138.7,1,16.9,6.01,2.5,56.2,0.94,0.8,16.84,2.31,145.5,1.8,30.7,2.58,73.5,169.3,480,92474,2509,20,64289,18578,7604,1657,942,467,163,270382,4818,103161,6.04,22.3
